ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
870,497,0,497,503,0,13,2
871,500,0,500,514,0,13,1
872,502,0,503,526,2,13,2
873,515,0,515,520,0,13,1
874,517,0,520,550,3,13,1
875,546,0,546,550,0,13,3
876,560,0,560,579,0,13,1
877,567,0,567,583,0,13,2
878,567,0,567,611,0,13,3
879,590,0,590,607,0,13,2
880,594,0,594,613,0,13,1
881,610,0,610,619,0,13,2
882,622,0,622,637,0,13,2
883,624,0,624,633,0,13,1
884,629,0,629,637,0,13,3
885,638,0,638,645,0,13,3
886,639,0,639,707,0,13,2
887,640,0,640,645,0,13,1
888,646,0,646,660,0,13,3
889,651,0,651,683,0,13,1
890,652,0,660,692,9,13,3
891,657,1,683,716,26,13,1
892,665,1,692,751,28,13,3
893,669,2,707,730,38,13,2
894,670,3,716,755,46,13,1
895,672,4,730,751,58,13,2
896,693,3,751,760,58,13,3
897,696,4,751,787,55,13,2
898,710,4,755,766,44,13,1
899,715,5,760,765,45,13,3
900,727,5,765,815,38,13,3
901,728,6,766,797,38,13,1
902,737,6,787,790,50,13,2
903,738,7,790,796,52,13,2
904,150,0,156,182,6,14,1
905,152,1,170,176,18,14,2
906,156,2,172,178,16,14,3
907,159,2,176,184,17,14,2
908,164,3,178,193,13,14,3
909,167,4,182,216,16,14,1
910,182,1,184,259,2,14,2
911,182,2,193,248,10,14,3
912,189,1,216,226,27,14,1
913,193,1,226,258,33,14,1
914,195,2,248,249,53,14,3
915,195,3,249,318,54,14,3
916,197,4,258,273,61,14,1
917,228,3,259,285,31,14,2
918,240,4,273,301,32,14,1
919,265,1,285,303,20,14,2
920,278,1,301,307,23,14,1
921,279,2,303,309,25,14,2
922,279,3,307,374,29,14,1
923,284,4,309,322,26,14,2
924,291,4,318,348,27,14,3
925,305,3,322,333,17,14,2
926,308,3,333,335,26,14,2
927,310,3,335,342,25,14,2
928,316,4,342,346,27,14,2
929,317,5,346,350,29,14,2
930,317,6,348,390,30,14,3
931,339,3,350,372,12,14,2
932,345,3,372,426,27,14,2
933,354,1,374,380,20,14,1
934,369,2,380,387,11,14,1
935,392,0,392,398,0,14,3
936,396,0,396,405,0,14,1
937,414,0,414,460,0,14,3
938,424,0,424,439,0,14,1
939,424,0,426,436,2,14,2
940,478,0,478,488,0,14,3
941,481,0,481,512,0,14,2
942,482,0,482,501,0,14,1
943,482,0,488,505,5,14,3
944,483,1,501,525,18,14,1
945,489,1,505,559,16,14,3
946,498,2,512,524,15,14,2
947,505,1,524,527,19,14,2
948,521,1,525,532,4,14,1
949,529,0,529,539,0,14,2
950,547,0,547,557,0,14,2
951,551,0,551,561,0,14,1
952,553,0,557,563,4,14,2
953,554,1,559,599,5,14,3
954,560,0,561,581,0,14,1
955,565,0,565,590,0,14,2
956,573,0,581,621,7,14,1
957,575,1,590,601,15,14,2
958,585,1,599,638,14,14,3
959,594,1,601,631,7,14,2
960,596,2,621,625,26,14,1
961,613,1,625,662,11,14,1
962,618,2,631,634,14,14,2
963,641,0,641,648,0,14,2
964,649,0,649,666,0,14,3
965,168,0,170,195,2,15,3
966,179,0,179,212,0,15,2
967,186,0,186,195,0,15,1
968,192,0,195,260,3,15,3
969,203,0,203,206,0,15,1
970,218,0,218,239,0,15,2
971,223,0,223,245,0,15,1
972,237,0,239,254,2,15,2
973,244,0,245,256,1,15,1
974,248,0,254,277,6,15,2
975,252,1,256,328,4,15,1
976,255,1,260,306,6,15,3
977,267,0,277,307,11,15,2
978,269,1,306,318,37,15,3
979,271,2,307,330,36,15,2
980,285,2,318,320,33,15,3
981,286,3,320,377,34,15,3
982,301,4,328,365,27,15,1
983,302,5,330,338,29,15,2
984,306,5,338,375,31,15,2
985,319,4,365,388,46,15,1
986,324,4,375,376,51,15,2
987,326,5,376,396,50,15,2
988,330,5,377,377,48,15,3
989,346,4,377,382,31,15,3
990,348,5,382,411,34,15,3
991,353,6,388,390,36,15,1
992,353,7,390,399,37,15,1
993,354,8,396,434,42,15,2
994,393,1,399,402,6,15,1
995,401,0,402,407,1,15,1
996,413,0,413,441,0,15,3
997,424,0,424,425,0,15,1
998,455,0,455,459,0,15,3
999,457,0,457,479,0,15,2
1000,490,0,490,512,0,15,2
1001,510,0,510,535,0,15,3
1002,511,0,511,542,0,15,1
1003,516,0,516,622,0,15,2
1004,516,0,535,558,19,15,3
1005,521,1,542,552,21,15,1
1006,522,2,552,562,30,15,1
1007,545,1,558,565,13,15,3
1008,547,2,562,565,15,15,1
1009,560,1,565,591,5,15,1
1010,574,0,574,619,0,15,3
1011,600,0,600,601,0,15,1
1012,606,0,606,612,0,15,1
1013,610,0,612,615,3,15,1
1014,615,0,615,620,0,15,1
1015,621,0,621,623,0,15,3
1016,636,0,636,649,0,15,3
1017,636,0,636,655,0,15,2
1018,636,0,636,670,0,15,1
1019,639,0,649,652,10,15,3
1020,640,1,652,652,12,15,3
1021,641,2,652,657,12,15,3
1022,648,3,655,685,8,15,2
1023,648,4,657,689,9,15,3
1024,650,4,670,674,21,15,1
1025,653,3,674,680,21,15,1
1026,659,2,680,688,21,15,1
1027,664,3,685,690,21,15,2
1028,664,4,688,704,24,15,1
1029,674,3,689,705,15,15,3
1030,674,4,690,703,16,15,2
1031,678,5,703,712,25,15,2
1032,111,2,113,143,3,16,2
1033,116,0,116,126,0,16,1
1034,120,0,126,147,6,16,1
1035,123,1,143,220,20,16,2
1036,133,1,147,187,14,16,1
1037,168,0,176,189,8,16,3
1038,169,1,187,213,18,16,1
1039,180,1,189,190,8,16,3
1040,184,2,190,219,6,16,3
1041,184,3,213,230,29,16,1
1042,188,3,219,221,31,16,3
1043,197,2,220,226,22,16,2
1044,205,3,221,263,15,16,3
1045,208,4,226,268,18,16,2
1046,217,4,230,243,13,16,1
1047,218,5,243,243,25,16,1
1048,219,5,243,248,24,16,1
1049,224,4,248,266,24,16,1
1050,229,4,263,279,34,16,3
1051,229,5,266,292,37,16,1
1052,235,5,268,309,33,16,2
1053,245,4,279,298,35,16,3
1054,246,5,292,299,47,16,1
1055,247,6,298,303,51,16,3
1056,247,7,299,312,52,16,1
1057,251,7,303,304,52,16,3
1058,255,8,304,315,49,16,3
1059,258,9,309,311,51,16,2
1060,276,7,311,362,35,16,2
1061,294,6,312,405,18,16,1
1062,304,4,315,318,11,16,3
1063,334,0,334,335,0,16,3
1064,366,0,366,419,0,16,3
1065,378,0,378,425,0,16,2
1066,380,0,405,406,25,16,1
1067,388,1,406,428,17,16,1
1068,407,0,419,425,12,16,3
1069,408,1,425,457,17,16,3
1070,408,2,425,426,17,16,2
1071,420,2,426,478,5,16,2
1072,425,3,428,447,3,16,1
1073,438,0,447,450,10,16,1
1074,454,0,454,491,0,16,1
1075,459,0,459,480,0,16,3
1076,461,0,478,507,18,16,2
1077,472,1,480,489,8,16,3
1078,496,0,496,505,0,16,1
1079,505,0,505,505,0,16,1
1080,505,0,505,515,0,16,1
1081,511,0,511,524,0,16,2
1082,512,0,512,562,0,16,3
1083,518,0,518,519,0,16,1
1084,520,0,520,521,0,16,1
1085,530,0,530,546,0,16,2
1086,533,0,533,577,0,16,1
1087,542,0,546,575,4,16,2
1088,552,0,562,563,10,16,3
1089,555,1,563,567,8,16,3
1090,568,0,568,601,0,16,3
1091,578,0,578,605,0,16,1
1092,579,0,579,605,0,16,2
1093,581,0,601,624,20,16,3
1094,585,1,605,633,20,16,2
1095,594,2,605,640,11,16,1
1096,598,3,624,667,26,16,3
1097,599,4,633,640,34,16,2
1098,604,4,640,657,36,16,2
1099,609,3,640,668,31,16,1
1100,612,4,657,658,45,16,2
1101,615,5,658,660,43,16,2
1102,619,6,660,702,42,16,2
1103,626,6,667,667,41,16,3
1104,634,6,667,686,33,16,3
1105,643,5,668,676,25,16,1
1106,120,9,191,199,71,17,2
1107,126,10,193,211,67,17,1
1108,128,11,199,223,71,17,2
1109,130,12,203,204,73,17,3
1110,139,10,204,258,65,17,3
1111,147,10,211,218,64,17,1
1112,148,11,218,236,70,17,1
1113,175,8,223,245,48,17,2
1114,180,8,236,238,55,17,1
1115,181,9,238,242,57,17,1
1116,184,10,242,250,58,17,1
1117,208,6,245,247,37,17,2
1118,234,4,247,301,14,17,2
1119,241,3,250,292,9,17,1
1120,244,3,258,277,13,17,3
1121,257,1,277,280,20,17,3
1122,286,0,286,289,0,17,3
1123,292,0,292,335,0,17,1
1124,317,0,317,325,0,17,3
1125,321,0,321,327,0,17,2
1126,328,0,328,408,0,17,2
1127,329,0,329,329,0,17,3
1128,345,0,345,348,0,17,3
1129,356,0,356,365,0,17,3
1130,370,0,370,380,0,17,1
1131,376,0,376,387,0,17,3
1132,390,0,390,425,0,17,3
1133,396,0,396,483,0,17,1
1134,401,0,408,413,7,17,2
1135,407,1,413,425,6,17,2
1136,409,1,425,482,16,17,3
1137,416,1,425,436,10,17,2
1138,426,0,436,437,10,17,2
1139,437,0,437,479,0,17,2
1140,452,0,479,491,27,17,2
1141,452,1,482,504,31,17,3
1142,463,2,483,489,20,17,1
1143,464,3,489,537,25,17,1
1144,467,4,491,532,24,17,2
1145,467,5,504,505,37,17,3
1146,482,5,505,509,23,17,3
1147,491,2,509,515,17,17,3
1148,492,3,515,552,23,17,3
1149,502,4,532,580,30,17,2
1150,512,2,537,550,26,17,1
1151,518,2,550,550,32,17,1
1152,519,3,550,653,30,17,1
1153,527,4,552,564,25,17,3
1154,534,4,564,584,30,17,3
1155,548,4,580,597,32,17,2
1156,555,2,584,611,29,17,3
1157,558,3,597,600,39,17,2
1158,568,3,600,608,32,17,2
1159,570,4,608,625,38,17,2
1160,578,5,611,617,33,17,3
1161,584,5,617,710,33,17,3
1162,586,5,625,634,39,17,2
1163,595,6,634,639,39,17,2
1164,602,5,639,645,37,17,2
1165,603,6,645,653,42,17,2
1166,609,6,653,665,44,17,2
1167,613,6,653,723,40,17,1
1168,617,6,665,671,48,17,2
1169,617,7,671,672,54,17,2
1170,626,7,672,690,46,17,2
1171,637,7,690,701,53,17,2
1172,172,1,182,205,10,18,2
1173,173,2,191,227,19,18,3
1174,173,3,205,221,32,18,2
1175,181,3,221,230,39,18,2
1176,183,3,222,237,40,18,1
1177,184,4,227,248,43,18,3
1178,185,5,230,233,45,18,2
1179,190,6,233,256,43,18,2
1180,194,6,237,242,43,18,1
1181,197,7,242,255,44,18,1
1182,202,8,248,259,46,18,3
1183,215,8,255,261,40,18,1
1184,217,9,256,261,39,18,2
1185,217,10,259,265,42,18,3
1186,230,7,261,284,30,18,2
1187,233,8,261,294,28,18,1
1188,239,7,265,318,26,18,3
1189,249,6,284,329,35,18,2
1190,251,7,294,304,43,18,1
1191,252,8,304,367,52,18,1
1192,252,9,318,329,67,18,3
1193,254,10,329,331,75,18,3
1194,266,5,329,342,63,18,2
1195,284,5,331,334,47,18,3
1196,313,4,334,341,21,18,3
1197,320,4,341,360,21,18,3
1198,329,4,342,354,13,18,2
1199,329,4,354,375,25,18,2
1200,335,3,360,392,25,18,3
1201,340,4,367,367,27,18,1
1202,347,3,367,371,20,18,1
1203,349,4,371,371,22,18,1
1204,357,4,371,375,14,18,1
1205,388,0,388,412,0,18,2
1206,409,0,409,441,0,18,1
1207,409,0,409,409,0,18,3
1208,418,0,418,434,0,18,2
1209,420,0,420,448,0,18,3
1210,431,0,434,443,3,18,2
1211,438,0,441,445,3,18,1
1212,453,0,453,464,0,18,3
1213,457,0,457,469,0,18,1
1214,463,0,463,471,0,18,2
1215,463,0,464,475,1,18,3
1216,476,0,476,547,0,18,1
1217,478,0,478,498,0,18,3
1218,485,0,485,490,0,18,2
1219,488,0,490,521,2,18,2
1220,509,0,509,540,0,18,3
1221,511,0,521,528,10,18,2
1222,514,1,528,538,14,18,2
1223,522,1,538,540,16,18,2
1224,524,2,540,553,16,18,3
1225,525,3,540,548,15,18,2
1226,526,4,547,564,21,18,1
1227,529,4,548,553,19,18,2
1228,545,2,553,564,8,18,3
1229,547,3,553,584,5,18,2
1230,548,2,564,577,15,18,1
1231,549,3,564,565,15,18,3
1232,549,4,565,568,16,18,3
1233,178,2,193,217,16,19,3
1234,196,0,202,223,6,19,1
1235,215,0,215,238,0,19,2
1236,244,0,244,252,0,19,3
1237,246,0,246,258,0,19,2
1238,261,0,261,321,0,19,1
1239,266,0,266,277,0,19,3
1240,266,0,266,293,0,19,2
1241,272,0,277,283,5,19,3
1242,275,1,283,298,7,19,3
1243,294,0,294,294,0,19,2
1244,302,0,302,304,0,19,3
1245,325,0,325,330,0,19,1
1246,326,0,326,328,0,19,2
1247,326,0,326,393,0,19,3
1248,333,0,333,339,0,19,2
1249,335,0,335,370,0,19,1
1250,346,0,346,353,0,19,2
1251,361,0,361,362,0,19,2
1252,364,0,364,368,0,19,2
1253,370,0,370,373,0,19,2
1254,373,0,373,378,0,19,1
1255,380,0,380,391,0,19,1
1256,384,0,384,387,0,19,2
1257,386,0,387,417,1,19,2
1258,397,0,397,406,0,19,1
1259,402,0,402,426,0,19,3
1260,414,0,414,427,0,19,1
1261,421,0,421,425,0,19,2
1262,430,0,430,432,0,19,3
1263,430,0,430,462,0,19,1
1264,433,0,433,477,0,19,3
1265,439,0,439,441,0,19,2
1266,447,0,447,487,0,19,2
1267,447,0,462,484,15,19,1
1268,454,1,477,489,23,19,3
1269,458,2,484,486,25,19,1
1270,476,2,486,500,10,19,1
1271,480,2,487,493,7,19,2
1272,490,0,490,518,0,19,3
1273,510,0,510,512,0,19,1
1274,516,0,516,580,0,19,1
1275,517,0,517,525,0,19,2
1276,534,0,534,569,0,19,3
1277,540,0,540,550,0,19,2
1278,547,0,550,551,3,19,2
1279,550,0,551,600,1,19,2
1280,553,0,569,581,17,19,3
1281,554,1,580,594,26,19,1
1282,575,1,581,582,6,19,3
1283,575,2,582,633,7,19,3
1284,577,3,594,594,17,19,1
1285,577,4,594,617,17,19,1
1286,580,4,600,630,20,19,2
1287,581,4,617,628,36,19,1
1288,582,5,628,660,46,19,1
1289,584,5,630,633,46,19,2
1290,584,6,633,676,49,19,2
1291,588,7,633,641,45,19,3
1292,604,5,641,644,38,19,3
1293,605,6,644,699,39,19,3
1294,607,7,660,661,54,19,1
1295,613,8,661,661,48,19,1
1296,630,6,661,686,31,19,1
1297,630,7,676,678,45,19,2
1298,636,6,678,721,42,19,2
1299,642,6,686,705,44,19,1
1300,647,6,699,714,52,19,3
1301,653,7,705,719,53,19,1
1302,658,8,714,719,56,19,3
1303,671,6,719,733,48,19,3
1304,677,6,719,751,42,19,1
1305,692,5,721,723,29,19,2
1306,710,4,723,744,13,19,2
1307,158,0,158,167,0,20,1
1308,159,0,167,195,8,20,1
1309,162,1,170,190,8,20,2
1310,163,2,185,201,23,20,3
1311,163,3,190,205,27,20,2
1312,166,4,195,258,29,20,1
1313,178,3,201,219,23,20,3
1314,182,4,205,222,23,20,2
1315,183,5,219,222,36,20,3
1316,189,5,222,255,33,20,3
1317,191,5,222,237,31,20,2
1318,199,5,237,240,38,20,2
1319,204,5,240,241,36,20,2
1320,209,5,241,255,32,20,2
1321,219,6,255,279,36,20,3
1322,230,4,255,273,25,20,2
1323,242,2,258,268,16,20,1
1324,243,3,268,273,25,20,1
1325,243,4,273,299,30,20,1
1326,257,3,273,318,16,20,2
1327,263,3,279,308,16,20,3
1328,265,4,299,300,35,20,1
1329,272,4,300,302,29,20,1
1330,282,2,302,314,20,20,1
1331,283,3,308,309,25,20,3
1332,288,4,309,336,21,20,3
1333,297,5,314,319,17,20,1
1334,311,1,318,326,8,20,2
1335,327,0,327,393,0,20,2
1336,328,0,328,351,0,20,1
1337,351,0,351,363,0,20,1
1338,356,0,356,364,0,20,3
1339,371,0,371,372,0,20,3
1340,381,0,381,404,0,20,3
1341,411,0,411,421,0,20,2
1342,418,0,418,471,0,20,3
1343,418,0,418,425,0,20,1
1344,419,0,421,443,2,20,2
1345,423,0,425,444,2,20,1
1346,444,0,444,499,0,20,1
1347,458,0,458,488,0,20,2
1348,458,0,471,471,12,20,3
1349,463,1,471,490,8,20,3
1350,466,2,488,513,22,20,2
1351,468,3,490,517,22,20,3
1352,469,4,499,520,31,20,1
1353,476,3,513,530,37,20,2
1354,483,4,517,533,34,20,3
1355,514,1,520,531,6,20,1
1356,525,0,530,535,5,20,2
1357,540,0,540,548,0,20,3
1358,552,0,552,552,0,20,2
1359,557,0,557,567,0,20,1
1360,566,0,566,589,0,20,2
1361,577,0,577,580,0,20,3
1362,585,0,585,589,0,20,3
1363,587,0,587,632,0,20,1
1364,588,0,589,590,0,20,3
1365,589,0,589,593,0,20,2
1366,607,0,607,614,0,20,3
1367,619,0,619,648,0,20,2
1368,630,0,630,633,0,20,3
1369,635,0,635,640,0,20,1
1370,638,0,638,686,0,20,3
1371,660,0,660,708,0,20,2
1372,662,0,662,664,0,20,1
1373,666,0,666,679,0,20,1
1374,684,0,684,700,0,20,1
1375,688,0,688,699,0,20,3
1376,688,0,699,708,11,20,3
1377,137,2,149,185,12,21,2
1378,139,3,161,175,22,21,3
1379,157,1,175,198,18,21,3
1380,167,1,185,286,18,21,2
1381,168,2,188,234,20,21,1
1382,175,3,198,209,24,21,3
1383,184,3,209,227,25,21,3
1384,193,2,227,233,35,21,3
1385,207,2,233,233,26,21,3
1386,209,2,233,260,24,21,3
1387,210,3,234,258,24,21,1
1388,217,4,258,347,42,21,1
1389,218,5,260,323,42,21,3
1390,224,6,286,314,62,21,2
1391,226,7,314,325,88,21,2
1392,238,4,323,352,85,21,3
1393,238,5,325,343,87,21,2
1394,239,6,343,347,104,21,2
1395,243,7,347,370,104,21,2
1396,247,8,347,362,100,21,1
1397,248,9,352,360,104,21,3
1398,257,10,360,400,103,21,3
1399,263,9,362,427,99,21,1
1400,264,10,370,405,106,21,2
1401,266,11,400,407,134,21,3
1402,268,12,405,421,137,21,2
1403,280,13,407,411,126,21,3
1404,287,13,411,435,123,21,3
1405,297,14,421,436,124,21,2
1406,298,15,427,430,129,21,1
1407,306,16,430,434,124,21,1
1408,319,16,434,442,115,21,1
1409,328,15,435,442,108,21,3
1410,334,16,436,523,102,21,2
1411,348,14,442,518,94,21,1
1412,367,12,442,452,75,21,3
1413,367,13,452,457,85,21,3
1414,390,13,457,483,66,21,3
1415,395,14,483,521,88,21,3
1416,396,15,518,537,122,21,1
1417,398,16,521,562,124,21,3
1418,410,14,523,554,113,21,2
1419,415,14,537,550,122,21,1
1420,426,14,550,589,124,21,1
1421,429,14,554,554,125,21,2
1422,431,14,554,566,123,21,2
1423,436,13,562,591,127,21,3
1424,454,10,566,582,112,21,2
1425,461,10,582,586,121,21,2
1426,464,11,586,633,121,21,2
1427,465,12,589,641,124,21,1
1428,503,12,591,614,88,21,3
1429,509,13,614,674,106,21,3
1430,511,14,633,640,122,21,2
1431,549,11,640,656,90,21,2
1432,553,11,641,659,89,21,1
1433,556,10,656,670,100,21,2
1434,561,11,659,685,99,21,1
1435,573,10,670,695,97,21,2
1436,578,11,674,677,97,21,3
1437,593,8,677,680,83,21,3
1438,609,9,680,686,70,21,3
1439,624,9,685,702,61,21,1
1440,637,9,686,765,50,21,3
1441,642,8,695,700,52,21,2
1442,643,9,700,705,57,21,2
1443,644,10,702,711,58,21,1
1444,646,11,705,726,58,21,2
1445,650,12,711,777,61,21,1
1446,675,9,726,728,51,21,2
1447,682,8,728,728,46,21,2
1448,121,3,143,164,22,22,3
1449,124,3,146,153,21,22,1
1450,129,4,153,165,24,22,1
1451,130,4,163,185,34,22,2
1452,135,5,164,176,29,22,3
1453,146,4,165,214,20,22,1
1454,158,3,176,258,18,22,3
1455,177,0,185,191,8,22,2
1456,184,1,191,220,7,22,2
1457,197,0,214,219,17,22,1
1458,201,1,219,223,18,22,1
1459,208,2,220,239,12,22,2
1460,209,3,223,242,14,22,1
1461,211,4,239,251,29,22,2
1462,214,5,242,284,28,22,1
1463,222,3,251,259,30,22,2
1464,223,3,258,281,34,22,3
1465,244,2,259,293,15,22,2
1466,253,2,281,292,28,22,3
1467,253,3,284,302,30,22,1
1468,255,4,292,295,38,22,3
1469,283,2,293,293,10,22,2
1470,283,3,293,312,11,22,2
1471,291,3,295,301,4,22,3
1472,297,0,301,324,4,22,3
1473,297,1,302,313,5,22,1
1474,300,2,312,316,12,22,2
1475,305,1,313,314,8,22,1
1476,319,0,319,327,0,22,2
1477,321,0,321,326,0,22,1
1478,325,0,325,360,0,22,3
1479,334,0,334,360,0,22,2
1480,356,0,356,380,0,22,1
1481,360,0,360,367,0,22,2
1482,371,0,371,378,0,22,3
1483,377,0,377,418,0,22,2
1484,389,0,389,416,0,22,3
1485,393,0,393,429,0,22,1
1486,396,0,416,431,20,22,3
1487,402,1,418,426,17,22,2
1488,408,2,426,433,18,22,2
1489,410,3,429,446,19,22,1
1490,412,4,431,446,19,22,3
1491,428,2,433,441,5,22,2
1492,431,2,441,446,10,22,2
1493,434,1,446,470,12,22,2
1494,452,0,452,453,0,22,3
1495,453,0,453,465,0,22,3
1496,455,0,455,496,0,22,1
1497,465,0,465,474,0,22,3
1498,471,0,471,475,0,22,2
1499,484,0,484,489,0,22,2
1500,495,0,495,531,0,22,3
1501,496,0,496,535,0,22,1
1502,499,0,499,505,0,22,2
1503,500,0,505,544,5,22,2
1504,505,1,531,556,26,22,3
1505,505,1,535,549,29,22,1
1506,510,2,544,555,34,22,2
1507,510,3,549,574,38,22,1
1508,515,4,555,570,40,22,2
1509,518,5,556,583,38,22,3
1510,520,6,570,582,50,22,2
1511,529,7,574,607,45,22,1
1512,548,5,582,588,34,22,2
1513,557,3,583,599,26,22,3
1514,569,4,588,611,19,22,2
1515,569,5,599,616,31,22,3
1516,575,4,607,678,32,22,1
1517,587,3,611,620,23,22,2
1518,589,3,616,621,28,22,3
1519,603,3,620,672,17,22,2
1520,604,4,621,625,17,22,3
1521,609,4,625,673,16,22,3
1522,612,4,672,673,60,22,2
1523,618,4,673,712,54,22,2
1524,127,3,147,166,20,23,1
1525,136,3,150,166,14,23,3
1526,140,3,153,157,12,23,2
1527,150,2,157,206,7,23,2
1528,156,1,166,181,10,23,3
1529,156,2,166,186,10,23,1
1530,184,0,184,210,0,23,3
1531,184,0,186,207,2,23,1
1532,185,1,206,214,21,23,2
1533,187,1,207,225,20,23,1
1534,194,2,210,214,16,23,3
1535,199,3,214,261,15,23,2
1536,217,0,217,226,0,23,3
1537,218,0,225,259,7,23,1
1538,222,1,226,249,4,23,3
1539,222,2,249,254,27,23,3
1540,222,3,254,273,32,23,3
1541,242,2,259,259,16,23,1
1542,243,3,259,269,16,23,1
1543,263,0,263,274,0,23,2
1544,264,0,269,345,5,23,1
1545,268,1,273,279,5,23,3
1546,270,1,274,291,5,23,2
1547,271,2,279,293,8,23,3
1548,272,3,291,337,19,23,2
1549,273,4,293,304,20,23,3
1550,275,3,304,304,29,23,3
1551,287,3,304,310,17,23,3
1552,312,0,312,316,0,23,3
1553,312,0,316,337,4,23,3
1554,323,0,337,436,14,23,2
1555,330,1,337,340,7,23,3
1556,336,2,340,363,4,23,3
1557,345,0,345,353,0,23,1
1558,354,0,354,405,0,23,1
1559,355,0,363,367,9,23,3
1560,364,0,367,440,3,23,3
1561,371,0,405,419,34,23,1
1562,391,1,419,472,28,23,1
1563,396,2,436,455,40,23,2
1564,400,3,440,454,40,23,3
1565,414,3,454,455,40,23,3
1566,416,4,455,489,39,23,3
1567,418,5,455,461,37,23,2
1568,425,5,461,499,36,23,2
1569,435,6,472,520,37,23,1
1570,442,5,489,491,47,23,3
1571,443,6,491,539,48,23,3
1572,451,7,499,509,48,23,2
1573,451,8,509,517,58,23,2
1574,453,9,517,526,64,23,2
1575,459,7,520,547,61,23,1
1576,462,7,526,544,64,23,2
1577,463,8,539,574,76,23,3
1578,471,9,544,561,73,23,2
1579,473,9,547,583,75,23,1
1580,477,10,561,583,85,23,2
1581,480,11,574,590,94,23,3
1582,482,12,583,588,101,23,1
1583,487,13,583,599,96,23,2
1584,490,13,588,591,98,23,1
1585,498,13,590,612,92,23,3
1586,520,10,591,676,72,23,1
1587,539,9,599,600,60,23,2
1588,541,10,600,604,59,23,2
1589,547,10,604,611,57,23,2
1590,550,10,611,624,61,23,2
1591,551,11,612,620,60,23,3
1592,564,11,620,641,57,23,3
1593,564,12,624,683,60,23,2
1594,567,13,641,655,74,23,3
1595,570,14,655,671,85,23,3
1596,584,12,671,704,87,23,3
1597,598,10,676,684,78,23,1
1598,608,8,683,688,76,23,2
1599,612,7,684,710,72,23,1
1600,116,4,146,148,31,24,3
1601,122,4,147,195,26,24,1
1602,125,5,148,179,23,24,3
1603,125,6,160,163,35,24,2
1604,126,6,163,173,36,24,2
1605,131,6,173,179,42,24,2
1606,139,7,179,189,40,24,3
1607,140,8,179,202,38,24,2
1608,150,5,189,259,39,24,3
1609,150,6,195,231,44,24,1
1610,151,7,202,285,51,24,2
1611,152,8,231,245,79,24,1
1612,156,9,245,247,89,24,1
1613,159,10,247,269,88,24,1
1614,160,10,259,267,99,24,3
1615,180,7,267,294,87,24,3
1616,188,8,269,273,81,24,1
1617,190,8,273,317,82,24,1
1618,191,9,285,287,94,24,2
1619,191,10,287,310,96,24,2
1620,198,10,294,303,95,24,3
1621,206,10,303,304,97,24,3
1622,215,11,304,305,89,24,3
1623,223,12,305,310,81,24,3
1624,229,13,310,311,81,24,3
1625,237,13,310,312,73,24,2
1626,253,12,311,325,59,24,3
1627,261,12,312,341,51,24,2
1628,270,11,317,327,47,24,1
1629,275,11,325,343,50,24,3
1630,280,12,327,408,48,24,1
1631,292,11,341,342,49,24,2
1632,302,11,342,358,40,24,2
1633,303,12,343,354,40,24,3
1634,305,11,354,389,49,24,3
1635,309,11,358,436,49,24,2
1636,312,8,389,412,77,24,3
1637,318,8,408,425,91,24,1
1638,321,9,412,424,92,24,3
1639,326,9,424,434,98,24,3
1640,327,10,425,448,98,24,1
1641,327,11,434,462,106,24,3
1642,341,11,436,468,96,24,2
1643,343,9,448,464,104,24,1
1644,350,10,462,463,112,24,3
1645,353,11,463,469,110,24,3
1646,364,10,464,472,100,24,1
1647,370,11,468,488,98,24,2
1648,396,11,469,516,72,24,3
1649,400,12,472,473,72,24,1
1650,401,13,473,488,72,24,1
1651,414,12,488,508,74,24,2
1652,417,13,488,508,72,24,1
1653,427,12,508,515,81,24,1
1654,433,13,508,516,75,24,2
1655,447,12,515,533,68,24,1
1656,450,12,516,521,66,24,2
1657,459,13,516,521,57,24,3
1658,465,11,521,535,57,24,2
1659,466,12,521,562,55,24,3
1660,471,11,533,536,61,24,1
1661,478,10,535,539,57,24,2
1662,478,11,536,537,57,24,1
1663,488,12,537,538,49,24,1
1664,500,11,538,541,38,24,1
1665,501,12,539,548,38,24,2
1666,504,13,541,543,37,24,1
1667,538,2,543,572,6,24,1
1668,540,2,548,583,8,24,2
1669,546,1,562,577,17,24,3
1670,548,1,572,606,24,24,1
1671,553,2,577,582,24,24,3
1672,562,3,582,635,20,24,3
1673,602,0,602,607,0,24,2
1674,131,1,143,151,12,25,1
1675,133,1,151,223,18,25,1
1676,145,1,163,168,18,25,2
1677,145,2,168,170,22,25,2
1678,153,2,170,173,17,25,2
1679,158,3,173,175,15,25,2
1680,169,2,174,191,4,25,3
1681,191,0,191,209,0,25,2
1682,198,0,198,226,0,25,3
1683,205,0,209,214,4,25,2
1684,208,1,214,234,6,25,2
1685,216,0,223,225,7,25,1
1686,216,1,225,247,10,25,1
1687,222,2,226,283,4,25,3
1688,224,2,234,240,10,25,2
1689,261,0,261,291,0,25,1
1690,276,0,276,289,0,25,2
1691,277,0,283,293,5,25,3
1692,289,0,289,289,0,25,2
1693,290,0,290,314,0,25,2
1694,298,0,298,309,0,25,1
1695,298,0,298,300,0,25,3
