ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
5297,497,2,509,514,12,76,3
5298,519,0,519,526,0,76,3
5299,525,0,525,536,0,76,2
5300,530,0,530,541,0,76,3
5301,535,0,536,547,1,76,2
5302,538,0,541,591,3,76,3
5303,564,0,564,592,0,76,2
5304,574,0,581,583,7,76,1
5305,577,1,583,617,6,76,1
5306,583,1,591,616,8,76,3
5307,583,2,592,597,9,76,2
5308,128,4,169,172,41,77,2
5309,139,5,170,179,31,77,3
5310,144,4,170,194,26,77,1
5311,146,4,172,351,25,77,2
5312,165,4,179,184,13,77,3
5313,168,5,184,189,16,77,3
5314,175,2,189,199,14,77,3
5315,180,2,194,244,14,77,1
5316,184,2,199,201,15,77,3
5317,186,3,201,234,15,77,3
5318,186,4,234,250,48,77,3
5319,187,5,244,291,57,77,1
5320,193,5,250,269,57,77,3
5321,199,5,269,323,70,77,3
5322,204,4,291,335,87,77,1
5323,217,5,323,332,105,77,3
5324,218,6,332,337,114,77,3
5325,219,7,335,348,117,77,1
5326,252,5,337,340,85,77,3
5327,253,6,340,356,87,77,3
5328,259,7,348,355,89,77,1
5329,260,8,351,362,91,77,2
5330,278,8,355,372,77,77,1
5331,314,8,356,372,41,77,3
5332,321,9,362,371,42,77,2
5333,343,5,371,430,28,77,2
5334,350,5,372,393,22,77,3
5335,375,0,375,407,0,77,1
5336,376,0,393,395,18,77,3
5337,383,1,395,400,12,77,3
5338,388,2,400,403,12,77,3
5339,403,0,403,424,0,77,3
5340,406,0,407,424,1,77,1
5341,409,0,424,477,14,77,1
5342,412,1,424,432,12,77,3
5343,413,2,430,442,17,77,2
5344,416,3,432,479,17,77,3
5345,431,1,442,446,11,77,2
5346,450,0,450,493,0,77,2
5347,469,0,477,517,8,77,1
5348,472,1,479,481,7,77,3
5349,477,2,481,487,4,77,3
5350,489,0,489,494,0,77,3
5351,495,0,495,528,0,77,2
5352,497,0,497,513,0,77,3
5353,499,0,513,526,14,77,3
5354,499,1,517,551,18,77,1
5355,509,2,526,529,17,77,3
5356,515,2,528,578,13,77,2
5357,516,3,529,571,14,77,3
5358,526,2,551,561,24,77,1
5359,527,3,561,642,34,77,1
5360,534,2,571,583,37,77,3
5361,545,3,578,585,33,77,2
5362,558,3,583,589,25,77,3
5363,564,3,585,630,20,77,2
5364,569,4,589,609,21,77,3
5365,571,5,609,663,38,77,3
5366,576,5,630,648,54,77,2
5367,582,5,642,690,61,77,1
5368,589,4,648,652,59,77,2
5369,597,4,652,674,55,77,2
5370,599,5,663,683,63,77,3
5371,601,6,674,684,73,77,2
5372,604,7,683,717,78,77,3
5373,616,7,684,724,68,77,2
5374,632,7,690,712,58,77,1
5375,634,8,712,724,78,77,1
5376,644,8,717,740,73,77,3
5377,650,8,724,732,74,77,2
5378,663,7,724,762,61,77,1
5379,671,8,732,736,60,77,2
5380,676,8,736,737,60,77,2
5381,677,9,737,781,60,77,2
5382,679,10,740,751,61,77,3
5383,687,9,751,761,64,77,3
5384,691,9,761,790,70,77,3
5385,692,10,762,771,69,77,1
5386,697,11,771,784,74,77,1
5387,698,12,781,787,83,77,2
5388,131,3,172,174,41,78,1
5389,140,2,174,174,35,78,1
5390,148,3,174,177,27,78,1
5391,156,4,177,209,21,78,1
5392,170,4,185,253,16,78,2
5393,172,4,208,231,36,78,3
5394,175,3,209,240,34,78,1
5395,175,4,231,275,56,78,3
5396,177,5,240,262,63,78,1
5397,181,5,253,281,72,78,2
5398,202,5,262,280,60,78,1
5399,223,4,275,305,52,78,3
5400,261,2,280,295,19,78,1
5401,271,2,281,284,11,78,2
5402,279,2,284,311,5,78,2
5403,280,2,295,329,16,78,1
5404,280,3,305,319,25,78,3
5405,286,2,311,327,24,78,2
5406,291,3,319,327,28,78,3
5407,304,3,327,332,23,78,3
5408,304,4,327,330,22,78,2
5409,316,3,329,330,12,78,1
5410,331,0,331,344,0,78,1
5411,334,0,334,344,0,78,2
5412,348,0,348,373,0,78,1
5413,352,0,352,376,0,78,3
5414,373,0,373,391,0,78,2
5415,379,0,379,392,0,78,3
5416,391,0,391,411,0,78,2
5417,401,0,401,416,0,78,1
5418,405,0,405,408,0,78,3
5419,407,0,408,408,0,78,3
5420,411,0,411,412,0,78,3
5421,412,0,412,431,0,78,3
5422,413,0,413,414,0,78,2
5423,414,0,414,433,0,78,2
5424,417,0,417,419,0,78,1
5425,433,0,433,479,0,78,1
5426,435,0,435,449,0,78,3
5427,435,0,435,440,0,78,2
5428,438,0,440,486,2,78,2
5429,441,0,449,499,8,78,3
5430,443,1,479,499,36,78,1
5431,444,2,486,518,42,78,2
5432,447,3,499,502,52,78,1
5433,457,3,499,516,42,78,3
5434,457,4,502,539,44,78,1
5435,459,5,516,544,57,78,3
5436,465,6,518,518,52,78,2
5437,466,7,518,528,52,78,2
5438,477,8,528,539,51,78,2
5439,478,9,539,548,61,78,2
5440,485,9,539,553,54,78,1
5441,488,9,544,552,56,78,3
5442,489,10,548,557,59,78,2
5443,504,8,552,565,47,78,3
5444,505,9,553,577,48,78,1
5445,520,7,557,571,38,78,2
5446,536,7,565,568,29,78,3
5447,554,2,568,580,15,78,3
5448,564,2,571,575,7,78,2
5449,565,3,575,584,10,78,2
5450,571,1,577,581,7,78,1
5451,584,0,584,600,0,78,1
5452,596,0,596,631,0,78,2
5453,600,0,600,603,0,78,1
5454,626,0,626,629,0,78,1
5455,637,0,637,642,0,78,2
5456,637,0,637,657,0,78,1
5457,641,0,641,652,0,78,3
5458,644,0,644,645,0,78,2
5459,644,0,645,652,1,78,2
5460,649,0,652,655,3,78,2
5461,671,0,671,683,0,78,1
5462,672,0,672,696,0,78,2
5463,125,11,218,242,93,79,2
5464,125,12,237,238,112,79,1
5465,134,10,238,261,104,79,1
5466,135,11,239,240,103,79,3
5467,141,12,240,271,98,79,3
5468,146,13,242,253,96,79,2
5469,158,14,253,266,96,79,2
5470,159,15,261,264,102,79,1
5471,160,16,264,277,104,79,1
5472,174,16,266,274,93,79,2
5473,175,17,271,274,96,79,3
5474,194,16,274,286,80,79,2
5475,196,17,274,304,78,79,3
5476,196,18,277,282,80,79,1
5477,216,15,282,322,66,79,1
5478,217,16,286,299,69,79,2
5479,220,15,299,333,78,79,2
5480,224,16,304,330,80,79,3
5481,234,17,322,391,88,79,1
5482,241,14,330,363,89,79,3
5483,243,14,333,355,91,79,2
5484,247,15,355,364,108,79,2
5485,266,13,363,385,97,79,3
5486,274,10,364,364,89,79,2
5487,283,9,364,367,81,79,2
5488,286,10,367,387,82,79,2
5489,286,10,385,392,99,79,3
5490,290,11,387,400,97,79,2
5491,314,10,391,414,77,79,1
5492,320,11,392,457,72,79,3
5493,336,9,400,401,64,79,2
5494,338,10,401,414,63,79,2
5495,338,11,414,429,76,79,1
5496,342,12,414,416,72,79,2
5497,372,8,416,418,44,79,2
5498,380,9,418,427,39,79,2
5499,402,4,427,456,25,79,2
5500,405,5,429,483,24,79,1
5501,423,2,456,482,33,79,2
5502,423,3,457,528,34,79,3
5503,440,2,482,484,42,79,2
5504,446,3,483,483,37,79,1
5505,456,4,483,545,27,79,1
5506,465,3,484,485,19,79,2
5507,474,4,485,501,11,79,2
5508,477,5,501,538,24,79,2
5509,479,6,528,538,49,79,3
5510,479,7,538,546,59,79,2
5511,489,3,538,592,49,79,3
5512,499,4,545,556,47,79,1
5513,508,4,546,555,37,79,2
5514,543,2,555,558,12,79,2
5515,544,3,556,621,12,79,1
5516,547,2,558,569,11,79,2
5517,557,1,569,596,11,79,2
5518,561,1,592,631,31,79,3
5519,564,2,596,611,32,79,2
5520,581,2,611,632,29,79,2
5521,589,3,621,623,32,79,1
5522,592,3,623,635,30,79,1
5523,599,3,631,671,32,79,3
5524,618,3,632,633,14,79,2
5525,640,0,640,669,0,79,2
5526,642,0,642,663,0,79,1
5527,648,0,663,671,16,79,1
5528,648,1,669,684,21,79,2
5529,198,0,200,310,3,80,2
5530,198,1,201,206,3,80,1
5531,200,2,206,222,6,80,1
5532,216,0,216,228,0,80,3
5533,218,0,222,232,4,80,1
5534,255,0,255,259,0,80,1
5535,269,0,269,283,0,80,1
5536,269,0,269,278,0,80,3
5537,278,0,278,309,0,80,3
5538,279,0,283,299,3,80,1
5539,290,0,299,327,9,80,1
5540,303,0,309,315,6,80,3
5541,312,0,312,329,0,80,2
5542,314,0,315,330,1,80,3
5543,320,0,327,346,7,80,1
5544,321,1,329,344,8,80,2
5545,327,2,330,333,3,80,3
5546,338,0,338,339,0,80,3
5547,344,0,344,374,0,80,3
5548,346,0,346,352,0,80,2
5549,348,0,348,456,0,80,1
5550,349,0,352,354,3,80,2
5551,355,0,355,355,0,80,2
5552,365,0,365,421,0,80,2
5553,367,0,374,400,7,80,3
5554,378,0,400,440,22,80,3
5555,391,1,421,421,29,80,2
5556,396,2,421,465,26,80,2
5557,398,3,440,441,42,80,3
5558,401,3,441,518,41,80,3
5559,402,4,456,484,55,80,1
5560,435,3,465,481,30,80,2
5561,436,4,481,487,45,80,2
5562,446,3,484,498,38,80,1
5563,454,4,487,490,33,80,2
5564,462,4,490,499,28,80,2
5565,472,4,498,510,26,80,1
5566,477,5,499,511,22,80,2
5567,478,6,510,534,32,80,1
5568,479,7,511,527,31,80,2
5569,482,7,518,529,37,80,3
5570,482,8,527,555,45,80,2
5571,493,6,529,567,37,80,3
5572,494,7,534,555,40,80,1
5573,521,3,555,566,35,80,2
5574,524,4,555,565,31,80,1
5575,542,2,565,567,23,80,1
5576,544,3,566,571,22,80,2
5577,545,4,567,576,22,80,1
5578,551,5,567,580,16,80,3
5579,551,6,571,628,20,80,2
5580,552,7,576,583,24,80,1
5581,562,6,580,582,18,80,3
5582,584,0,584,593,0,80,1
5583,585,0,585,586,0,80,3
5584,593,0,593,599,0,80,3
5585,600,0,600,654,0,80,1
5586,601,0,601,616,0,80,3
5587,619,0,619,630,0,80,3
5588,636,0,636,648,0,80,3
5589,649,0,649,679,0,80,3
5590,651,0,651,670,0,80,2
5591,654,0,654,656,0,80,1
5592,100,1,119,125,19,81,2
5593,101,2,125,137,24,81,2
5594,102,3,128,135,26,81,1
5595,112,3,133,162,20,81,3
5596,125,3,135,184,10,81,1
5597,131,2,137,139,6,81,2
5598,132,3,139,172,7,81,2
5599,152,0,162,167,10,81,3
5600,166,0,167,201,1,81,3
5601,169,0,172,175,3,81,2
5602,177,0,177,210,0,81,2
5603,178,0,184,184,6,81,1
5604,181,1,184,244,3,81,1
5605,184,1,201,251,17,81,3
5606,192,1,210,226,17,81,2
5607,200,2,226,246,26,81,2
5608,202,2,244,249,42,81,1
5609,215,2,246,256,32,81,2
5610,235,2,249,265,14,81,1
5611,235,3,251,253,15,81,3
5612,239,4,253,272,14,81,3
5613,240,5,256,259,16,81,2
5614,245,5,259,272,14,81,2
5615,247,5,265,278,18,81,1
5616,256,2,272,278,15,81,3
5617,260,2,272,282,11,81,2
5618,267,2,278,300,11,81,3
5619,278,0,278,342,0,81,1
5620,279,0,282,305,4,81,2
5621,281,1,300,304,19,81,3
5622,282,2,304,306,22,81,3
5623,294,2,305,390,11,81,2
5624,307,0,307,350,0,81,3
5625,316,0,342,381,26,81,1
5626,316,1,350,381,34,81,3
5627,323,2,381,419,58,81,1
5628,331,3,381,400,51,81,3
5629,343,3,390,432,47,81,2
5630,345,4,400,457,55,81,3
5631,353,4,419,422,66,81,1
5632,354,5,422,460,69,81,1
5633,355,6,432,443,77,81,2
5634,360,7,443,448,83,81,2
5635,361,8,448,449,87,81,2
5636,362,9,449,458,87,81,2
5637,379,10,457,468,78,81,3
5638,382,9,458,463,76,81,2
5639,396,9,460,465,64,81,1
5640,403,9,463,492,60,81,2
5641,419,9,465,502,46,81,1
5642,424,9,468,469,44,81,3
5643,430,10,469,472,38,81,3
5644,446,9,472,491,26,81,3
5645,449,8,491,492,42,81,3
5646,451,9,492,499,41,81,3
5647,454,10,492,500,38,81,2
5648,458,10,499,521,41,81,3
5649,461,9,500,504,38,81,2
5650,471,6,502,557,31,81,1
5651,474,6,504,538,30,81,2
5652,474,7,521,527,47,81,3
5653,480,8,527,550,47,81,3
5654,491,8,538,541,47,81,2
5655,510,3,541,554,31,81,2
5656,516,4,550,558,34,81,3
5657,538,3,554,572,15,81,2
5658,545,2,557,587,11,81,1
5659,549,3,558,562,9,81,3
5660,552,3,562,566,10,81,3
5661,558,2,566,610,8,81,3
5662,568,0,572,577,4,81,2
5663,573,0,577,578,4,81,2
5664,603,0,603,613,0,81,2
5665,604,0,604,674,0,81,1
5666,167,0,167,197,0,82,3
5667,177,0,177,208,0,82,1
5668,190,0,190,198,0,82,2
5669,197,0,197,222,0,82,3
5670,207,0,207,208,0,82,2
5671,209,0,209,218,0,82,2
5672,213,0,213,213,0,82,1
5673,234,0,234,235,0,82,2
5674,241,0,241,247,0,82,2
5675,247,0,247,267,0,82,3
5676,248,0,248,257,0,82,2
5677,250,0,250,258,0,82,1
5678,255,0,257,263,1,82,2
5679,267,0,267,286,0,82,1
5680,269,0,269,293,0,82,2
5681,269,0,269,282,0,82,3
5682,272,0,282,303,10,82,3
5683,273,1,286,341,13,82,1
5684,315,0,315,338,0,82,3
5685,325,0,325,329,0,82,2
5686,333,0,333,347,0,82,2
5687,342,0,342,346,0,82,3
5688,353,0,353,396,0,82,1
5689,353,0,353,370,0,82,3
5690,354,0,354,366,0,82,2
5691,362,0,366,434,4,82,2
5692,370,0,370,371,0,82,3
5693,374,0,374,389,0,82,3
5694,376,0,389,424,13,82,3
5695,383,1,396,437,13,82,1
5696,443,0,443,464,0,82,2
5697,446,0,446,460,0,82,1
5698,450,0,450,461,0,82,3
5699,454,0,460,468,7,82,1
5700,471,0,471,547,0,82,3
5701,478,0,478,481,0,82,2
5702,481,0,481,538,0,82,1
5703,498,0,498,503,0,82,2
5704,512,0,512,515,0,82,2
5705,518,0,518,521,0,82,2
5706,519,0,521,551,2,82,2
5707,523,0,538,561,15,82,1
5708,525,1,547,569,22,82,3
5709,530,2,551,567,22,82,2
5710,533,3,561,588,28,82,1
5711,549,2,567,568,18,82,2
5712,556,2,568,578,12,82,2
5713,571,0,571,575,0,82,3
5714,578,0,578,591,0,82,3
5715,596,0,596,606,0,82,1
5716,596,0,596,604,0,82,2
5717,601,0,601,627,0,82,3
5718,605,0,605,669,0,82,2
5719,608,0,608,614,0,82,1
5720,612,0,614,681,3,82,1
5721,613,1,627,650,13,82,3
5722,627,1,650,661,23,82,3
5723,628,1,661,662,33,82,3
5724,629,2,662,680,33,82,3
5725,632,3,669,687,37,82,2
5726,643,4,680,699,37,82,3
5727,643,5,681,686,38,82,1
5728,644,6,686,692,43,82,1
5729,645,7,687,707,42,82,2
5730,649,8,692,705,43,82,1
5731,649,9,699,721,50,82,3
5732,660,9,705,716,45,82,1
5733,664,8,707,747,43,82,2
5734,677,8,716,719,39,82,1
5735,685,7,719,728,34,82,1
5736,693,5,721,728,28,82,3
5737,705,4,728,825,23,82,3
5738,708,4,728,753,21,82,1
5739,710,5,747,749,37,82,2
5740,190,0,190,201,0,83,3
5741,191,0,191,318,0,83,2
5742,192,0,194,262,2,83,1
5743,200,0,201,240,1,83,3
5744,213,0,240,240,27,83,3
5745,221,1,240,245,19,83,3
5746,235,2,245,287,10,83,3
5747,239,3,262,262,23,83,1
5748,244,2,262,321,19,83,1
5749,249,2,287,316,37,83,3
5750,274,1,316,350,42,83,3
5751,277,2,318,328,42,83,2
5752,288,2,321,326,32,83,1
5753,341,0,341,349,0,83,1
5754,355,0,355,364,0,83,2
5755,363,0,363,365,0,83,3
5756,377,0,377,382,0,83,3
5757,382,0,382,389,0,83,1
5758,388,0,388,403,0,83,3
5759,390,0,390,403,0,83,1
5760,399,0,399,401,0,83,2
5761,402,0,402,415,0,83,2
5762,404,0,404,407,0,83,1
5763,406,0,406,425,0,83,3
5764,423,0,423,447,0,83,1
5765,430,0,430,447,0,83,3
5766,431,0,431,439,0,83,2
5767,437,0,439,462,3,83,2
5768,441,0,447,450,5,83,3
5769,442,1,447,461,6,83,1
5770,444,2,450,456,7,83,3
5771,447,1,456,467,9,83,3
5772,455,1,461,470,6,83,1
5773,455,2,462,476,7,83,2
5774,463,0,467,495,4,83,3
5775,472,0,472,511,0,83,1
5776,476,0,476,514,0,83,2
5777,496,0,496,518,0,83,3
5778,500,0,511,525,11,83,1
5779,506,1,514,527,8,83,2
5780,507,2,518,540,11,83,3
5781,511,3,525,553,14,83,1
5782,535,0,535,559,0,83,2
5783,546,0,546,578,0,83,3
5784,549,0,553,586,5,83,1
5785,571,0,571,598,0,83,2
5786,599,0,599,626,0,83,3
5787,623,0,623,632,0,83,2
5788,628,0,628,639,0,83,1
5789,638,0,638,641,0,83,2
5790,667,0,667,700,0,83,1
5791,670,0,670,730,0,83,2
5792,671,0,671,673,0,83,3
5793,681,0,681,701,0,83,3
5794,683,0,700,707,17,83,1
5795,686,1,701,713,15,83,3
5796,708,0,708,744,0,83,1
5797,719,0,719,724,0,83,3
5798,719,0,724,743,5,83,3
5799,722,1,730,743,8,83,2
5800,729,1,743,753,14,83,3
5801,732,1,743,823,10,83,2
5802,734,2,744,751,10,83,1
5803,752,0,752,764,0,83,1
5804,758,0,758,758,0,83,3
5805,765,0,765,768,0,83,3
5806,772,0,772,792,0,83,3
5807,776,0,776,779,0,83,1
5808,794,0,794,811,0,83,3
5809,800,0,800,835,0,83,1
5810,805,0,811,847,6,83,3
5811,141,2,177,190,36,84,2
5812,143,3,179,217,37,84,3
5813,149,4,187,209,39,84,1
5814,152,5,190,217,38,84,2
5815,156,6,209,223,53,84,1
5816,170,6,217,225,47,84,3
5817,175,6,217,231,42,84,2
5818,182,5,223,223,41,84,1
5819,191,4,223,229,32,84,1
5820,195,5,225,252,31,84,3
5821,196,6,229,231,33,84,1
5822,214,6,231,279,16,84,2
5823,228,2,231,276,3,84,1
5824,230,2,252,254,22,84,3
5825,234,1,254,266,20,84,3
5826,237,2,266,294,29,84,3
5827,238,3,276,280,38,84,1
5828,239,4,279,307,39,84,2
5829,244,5,280,285,36,84,1
5830,246,6,285,314,39,84,1
5831,251,7,294,295,43,84,3
5832,265,6,295,302,30,84,3
5833,282,3,302,321,20,84,3
5834,303,0,307,314,5,84,2
5835,315,0,315,321,0,84,1
5836,319,0,319,333,0,84,2
5837,322,0,322,329,0,84,1
5838,330,0,330,395,0,84,1
5839,332,0,332,333,0,84,3
5840,337,0,337,346,0,84,2
5841,338,0,338,341,0,84,3
5842,340,0,341,345,1,84,3
5843,351,0,351,354,0,84,3
5844,351,0,351,366,0,84,2
5845,381,0,381,394,0,84,2
5846,382,0,382,383,0,84,3
5847,398,0,398,444,0,84,3
5848,409,0,409,422,0,84,1
5849,411,0,411,422,0,84,2
5850,417,0,422,428,5,84,2
5851,423,0,423,423,0,84,1
5852,430,0,430,437,0,84,1
5853,440,0,440,474,0,84,1
5854,443,0,443,450,0,84,2
5855,445,0,445,446,0,84,3
5856,450,0,450,465,0,84,3
5857,451,0,451,455,0,84,2
5858,465,0,465,480,0,84,3
5859,481,0,481,500,0,84,3
5860,497,0,497,540,0,84,1
5861,505,0,505,516,0,84,3
5862,509,0,509,515,0,84,2
5863,522,0,522,534,0,84,2
5864,522,0,522,530,0,84,3
5865,524,0,530,551,6,84,3
5866,540,0,540,548,0,84,2
5867,540,0,540,546,0,84,1
5868,546,0,546,558,0,84,1
5869,595,0,595,631,0,84,3
5870,596,0,596,636,0,84,2
5871,611,0,611,624,0,84,1
5872,618,0,624,630,6,84,1
5873,649,0,649,660,0,84,3
5874,655,0,655,686,0,84,2
5875,661,0,661,693,0,84,3
5876,671,0,671,673,0,84,1
5877,704,0,704,736,0,84,2
5878,176,0,176,180,0,85,2
5879,183,0,183,185,0,85,1
5880,188,0,188,192,0,85,1
5881,211,0,211,237,0,85,2
5882,215,0,215,248,0,85,3
5883,225,0,225,241,0,85,1
5884,226,0,237,243,11,85,2
5885,227,1,241,270,14,85,1
5886,228,2,243,253,14,85,2
5887,248,0,248,251,0,85,3
5888,263,0,263,269,0,85,3
5889,270,0,270,302,0,85,3
5890,292,0,292,303,0,85,1
5891,292,0,292,327,0,85,2
5892,308,0,308,354,0,85,3
5893,317,0,317,344,0,85,1
5894,322,0,327,390,6,85,2
5895,326,1,344,369,18,85,1
5896,331,1,354,355,22,85,3
5897,335,2,355,394,21,85,3
5898,347,2,369,438,22,85,1
5899,366,1,390,434,23,85,2
5900,369,1,394,426,25,85,3
5901,372,2,426,459,54,85,3
5902,375,3,434,445,59,85,2
5903,379,4,438,439,60,85,1
5904,380,5,439,443,59,85,1
5905,391,5,443,460,52,85,1
5906,395,5,445,480,51,85,2
5907,400,6,459,466,59,85,3
5908,410,7,460,465,50,85,1
5909,418,8,465,469,48,85,1
5910,425,9,466,468,42,85,3
5911,432,9,468,505,36,85,3
5912,444,6,469,469,25,85,1
5913,447,6,469,498,22,85,1
5914,447,7,480,515,33,85,2
5915,452,8,498,499,46,85,1
5916,465,6,499,516,34,85,1
5917,467,6,505,544,38,85,3
5918,468,6,515,545,46,85,2
5919,474,5,516,524,42,85,1
5920,482,5,524,593,42,85,1
5921,493,6,544,577,51,85,3
5922,534,1,545,552,11,85,2
5923,537,2,552,559,15,85,2
5924,537,3,559,570,22,85,2
5925,537,4,570,632,33,85,2
5926,543,5,577,581,35,85,3
5927,545,4,581,590,36,85,3
5928,546,5,590,601,44,85,3
5929,548,6,593,598,45,85,1
5930,555,6,598,619,42,85,1
5931,557,7,601,627,45,85,3
5932,561,7,619,675,58,85,1
5933,564,8,627,643,63,85,3
5934,569,9,632,636,63,85,2
5935,573,9,636,676,64,85,2
5936,574,10,643,656,69,85,3
5937,576,11,656,667,80,85,3
5938,579,11,667,680,88,85,3
5939,583,11,675,715,92,85,1
5940,587,12,676,677,89,85,2
5941,599,10,677,696,78,85,2
5942,602,10,680,688,78,85,3
5943,608,11,688,739,80,85,3
5944,613,12,696,728,83,85,2
5945,614,13,715,716,101,85,1
5946,132,3,169,186,37,86,1
5947,138,4,180,191,42,86,3
5948,162,2,186,206,24,86,1
5949,168,3,191,193,23,86,3
5950,171,3,193,212,23,86,3
5951,171,4,194,206,23,86,2
5952,173,5,206,255,33,86,1
5953,175,6,206,233,31,86,2
5954,175,7,212,238,37,86,3
5955,210,1,233,258,24,86,2
5956,212,1,238,253,25,86,3
5957,214,2,253,292,40,86,3
5958,215,3,255,310,40,86,1
5959,224,4,258,345,34,86,2
5960,225,5,292,320,67,86,3
5961,251,4,310,312,59,86,1
5962,256,3,312,369,57,86,1
5963,258,3,320,402,62,86,3
5964,258,4,345,350,87,86,2
5965,281,5,350,361,70,86,2
5966,282,6,361,374,79,86,2
5967,292,7,369,378,77,86,1
5968,312,6,374,392,62,86,2
5969,312,7,378,422,66,86,1
5970,318,7,392,407,73,86,2
5971,320,7,402,407,82,86,3
5972,338,8,407,409,69,86,2
5973,352,7,407,441,55,86,3
5974,355,8,409,445,55,86,2
5975,358,9,422,448,64,86,1
5976,374,7,441,488,68,86,3
5977,383,7,445,468,62,86,2
5978,387,8,448,472,61,86,1
5979,391,9,468,468,77,86,2
5980,392,9,468,508,77,86,2
5981,416,6,472,482,56,86,1
5982,419,7,482,485,64,86,1
5983,431,7,485,509,54,86,1
5984,436,8,488,506,53,86,3
5985,442,8,506,516,64,86,3
5986,453,7,508,529,54,86,2
5987,459,8,509,510,50,86,1
5988,465,9,510,523,45,86,1
5989,466,10,516,552,50,86,3
5990,468,10,523,528,55,86,1
5991,469,10,528,530,59,86,1
5992,487,8,529,581,42,86,2
5993,495,8,530,532,35,86,1
5994,500,9,532,573,33,86,1
5995,504,10,552,565,48,86,3
5996,512,7,565,566,53,86,3
5997,519,7,566,625,47,86,3
5998,523,7,573,573,50,86,1
5999,528,8,573,578,45,86,1
6000,530,6,578,585,48,86,1
6001,532,6,581,587,48,86,2
6002,538,7,585,588,47,86,1
6003,548,8,587,592,39,86,2
6004,552,9,588,620,36,86,1
6005,555,9,592,596,37,86,2
6006,578,5,596,607,17,86,2
6007,582,5,607,613,26,86,2
6008,587,4,613,619,25,86,2
6009,589,4,619,629,30,86,2
6010,607,3,620,647,12,86,1
6011,612,3,625,640,13,86,3
6012,613,4,629,636,16,86,2
6013,618,4,636,658,19,86,2
6014,629,1,640,656,11,86,3
6015,179,0,179,197,0,87,1
6016,183,0,197,197,13,87,1
6017,187,1,197,200,10,87,1
6018,187,2,200,212,12,87,1
6019,188,3,202,233,14,87,3
6020,190,4,212,221,23,87,1
6021,200,2,221,231,21,87,1
6022,206,2,231,257,25,87,1
6023,210,3,233,249,24,87,3
6024,211,4,249,255,38,87,3
6025,219,4,252,301,33,87,2
6026,224,4,255,274,31,87,3
6027,235,3,257,304,22,87,1
6028,239,4,274,282,35,87,3
6029,241,5,282,302,41,87,3
6030,255,3,301,309,45,87,2
6031,257,4,302,318,45,87,3
6032,267,4,304,317,37,87,1
6033,276,4,309,314,33,87,2
6034,277,5,314,354,37,87,2
6035,279,6,317,358,38,87,1
6036,284,6,318,339,34,87,3
6037,322,0,339,344,17,87,3
6038,334,1,344,348,11,87,3
6039,334,2,348,355,14,87,3
6040,345,1,354,357,9,87,2
6041,351,1,355,363,4,87,3
6042,354,2,357,389,3,87,2
6043,378,0,378,448,0,87,3
6044,379,0,379,379,0,87,1
6045,386,0,386,391,0,87,1
6046,387,0,389,390,2,87,2
6047,389,1,390,412,1,87,2
6048,394,0,394,437,0,87,1
6049,397,0,412,414,16,87,2
6050,406,1,414,417,8,87,2
6051,409,2,417,521,8,87,2
6052,413,2,437,461,24,87,1
6053,417,1,448,449,30,87,3
6054,419,2,449,465,30,87,3
6055,427,3,461,474,34,87,1
6056,435,4,465,511,30,87,3
6057,445,4,474,479,29,87,1
6058,448,4,479,494,30,87,1
6059,464,3,494,501,30,87,1
6060,470,3,501,507,31,87,1
6061,471,4,507,509,36,87,1
6062,471,5,509,535,38,87,1
6063,471,6,511,566,40,87,3
6064,482,5,521,540,38,87,2
6065,483,6,535,547,52,87,1
6066,491,7,540,551,49,87,2
6067,497,7,547,557,50,87,1
6068,497,8,551,598,54,87,2
6069,517,5,557,600,39,87,1
6070,518,6,566,567,48,87,3
6071,519,7,567,584,48,87,3
6072,534,7,584,628,50,87,3
6073,537,7,598,627,61,87,2
6074,570,2,600,606,30,87,1
6075,577,3,606,612,30,87,1
6076,586,3,612,618,26,87,1
6077,590,4,618,621,28,87,1
6078,592,5,621,626,29,87,1
6079,597,6,626,648,29,87,1
6080,605,5,627,654,22,87,2
6081,605,6,628,635,23,87,3
6082,608,6,635,644,27,87,3
6083,608,7,644,653,36,87,3
6084,609,8,648,675,39,87,1
6085,616,8,653,684,37,87,3
6086,138,4,188,192,50,88,1
6087,139,5,189,216,50,88,2
6088,145,6,192,204,46,88,1
6089,158,6,195,197,37,88,3
6090,168,6,197,210,29,88,3
6091,170,7,204,218,33,88,1
6092,180,7,210,223,31,88,3
6093,199,2,216,309,18,88,2
6094,201,3,218,241,17,88,1
6095,203,4,223,240,20,88,3
6096,223,0,240,287,17,88,3
6097,227,1,241,255,14,88,1
6098,230,2,255,288,25,88,1
6099,241,1,287,288,46,88,3
6100,242,2,288,314,45,88,1
6101,244,3,288,291,44,88,3
6102,248,4,291,314,42,88,3
6103,259,4,309,311,50,88,2
6104,266,5,311,330,45,88,2
6105,268,6,314,315,45,88,3
6106,272,7,314,357,42,88,1
6107,276,8,315,317,39,88,3
6108,277,9,317,339,39,88,3
6109,280,10,330,383,50,88,2
6110,288,10,339,363,51,88,3
6111,290,9,357,389,67,88,1
6112,291,9,363,399,72,88,3
6113,302,10,383,396,81,88,2
6114,322,5,389,389,66,88,1
